Origin,Destination,TemperatureC,WindSpeedKph,ScheduledDepartureHour,DelayMinutes
BOM,MAA,20.3,19.0,4,32
HYD,BOM,25.2,4.1,0,0
BLR,BOM,28.5,24.9,16,35
DEL,BLR,30.1,4.3,21,28
DEL,BOM,30.0,11.2,19,0
BLR,MAA,21.4,14.1,5,20
BLR,BOM,34.9,15.6,14,15
HYD,MAA,29.6,11.1,22,0
BLR,MAA,23.3,20.5,0,0
MAA,DEL,31.6,12.3,5,6
DEL,MAA,34.3,21.7,10,62
MAA,BOM,21.2,14.9,21,35
HYD,MAA,23.6,6.9,12,0
MAA,HYD,30.6,9.9,9,13
MAA,HYD,25.2,5.2,9,43
BOM,HYD,23.0,7.6,13,59
BOM,DEL,31.9,8.5,15,17
BLR,BOM,24.6,8.2,10,0
HYD,BLR,23.9,15.8,5,18
HYD,DEL,27.5,6.2,12,20
HYD,BOM,34.0,13.4,9,8
BOM,DEL,30.3,19.5,11,27
BOM,DEL,32.5,14.7,9,8
BOM,MAA,23.0,7.1,11,1
DEL,BOM,26.8,16.6,18,11
BLR,DEL,27.5,15.5,10,4
MAA,BLR,23.8,17.4,1,10
MAA,HYD,23.3,16.3,13,2
BLR,MAA,26.9,1.4,7,10
MAA,BLR,23.5,9.7,14,0
DEL,MAA,27.6,6.7,2,27
HYD,DEL,26.1,21.9,4,22
BLR,HYD,34.7,24.1,8,23
BOM,DEL,28.5,24.7,15,5
DEL,MAA,31.5,8.7,15,42
BLR,DEL,25.1,3.9,7,4
HYD,BLR,30.4,21.5,5,18
MAA,BOM,25.1,4.1,11,39
HYD,BOM,22.7,6.8,15,18
BOM,HYD,24.6,24.5,4,46
BLR,BOM,35.0,15.3,0,0
BOM,HYD,25.8,14.8,3,21
BLR,HYD,33.8,20.7,0,9
BOM,BLR,31.5,15.0,9,12
MAA,HYD,33.1,12.0,22,0
BOM,DEL,25.2,2.0,4,0
MAA,DEL,20.8,7.8,8,19
BOM,HYD,31.4,4.0,17,17
DEL,BOM,34.5,11.5,16,7
BLR,DEL,29.7,15.0,7,27
BOM,DEL,26.0,11.9,5,34
HYD,MAA,26.3,1.4,17,0
DEL,HYD,31.9,21.6,4,42
BOM,MAA,33.5,4.8,22,67
DEL,HYD,23.9,4.2,11,6
BLR,BOM,21.0,14.8,17,26
MAA,BLR,25.9,14.2,15,21
BLR,MAA,26.9,17.3,16,0
BOM,DEL,22.9,22.5,13,19
HYD,BOM,34.1,18.9,16,54
MAA,HYD,23.3,0.1,6,39
HYD,MAA,33.7,15.3,2,39
HYD,BOM,21.5,15.5,19,23
BLR,MAA,31.9,9.6,14,19
BOM,MAA,30.6,5.9,6,17
MAA,HYD,33.4,3.8,4,17
BOM,MAA,21.6,22.9,22,29
HYD,DEL,26.4,17.4,7,24
DEL,BLR,25.5,8.4,22,43
HYD,BLR,23.2,10.3,1,21
DEL,MAA,22.7,20.3,21,30
DEL,BLR,26.9,4.2,11,0
BLR,DEL,28.4,5.3,16,55
MAA,HYD,32.6,19.1,22,39
BOM,HYD,30.1,24.3,18,19
BOM,BLR,33.7,24.0,11,0
BOM,HYD,34.7,0.7,5,22
BLR,HYD,28.2,3.9,20,1
BOM,MAA,23.7,1.0,14,22
HYD,BOM,29.8,17.1,21,0
DEL,BOM,29.0,14.4,1,10
MAA,BOM,28.4,17.1,4,15
BLR,BOM,25.1,1.8,22,11
MAA,HYD,30.0,23.5,0,27
BOM,HYD,27.5,2.9,2,17
MAA,BLR,32.7,3.7,9,44
DEL,BLR,20.9,17.8,1,0
DEL,MAA,30.6,20.6,5,8
BLR,HYD,28.7,14.7,5,41
DEL,BOM,30.5,16.3,16,41
DEL,HYD,24.0,11.3,15,0
DEL,BOM,28.9,10.9,5,2
MAA,BLR,22.1,13.6,4,55
BLR,DEL,21.4,10.4,23,36
MAA,BOM,21.4,6.7,7,24
HYD,BLR,21.3,5.1,3,0
HYD,DEL,33.1,20.4,6,28
BOM,BLR,31.3,10.2,12,25
HYD,DEL,22.2,9.4,10,9
BOM,HYD,21.9,16.2,20,16
HYD,DEL,28.3,23.9,16,27
BLR,DEL,34.4,0.4,6,16
BLR,MAA,28.9,18.2,19,16
MAA,BOM,31.1,18.9,0,57
HYD,BOM,28.8,15.9,12,0
BOM,MAA,30.9,13.7,21,59
HYD,DEL,31.6,15.6,12,22
HYD,MAA,31.0,10.3,11,0
BLR,DEL,34.1,8.2,12,1
MAA,BOM,20.2,4.2,20,1
MAA,HYD,33.2,24.8,17,19
MAA,DEL,28.8,0.3,11,13
BOM,MAA,23.5,13.6,6,0
BOM,HYD,20.2,13.4,22,21
MAA,HYD,29.7,12.0,13,0
MAA,HYD,20.6,17.5,0,0
BLR,DEL,21.6,16.6,22,25
BOM,HYD,32.6,17.1,15,23
MAA,DEL,34.1,20.2,7,27
DEL,HYD,27.4,22.0,5,60
BLR,MAA,28.0,3.0,23,29
HYD,BOM,21.9,21.9,8,0
BLR,DEL,21.3,17.4,8,26
DEL,BOM,26.7,6.3,14,12
HYD,DEL,31.7,5.9,8,20
BLR,BOM,24.6,1.5,15,0
DEL,BLR,22.6,13.1,5,0
BLR,MAA,33.5,9.2,11,31
BOM,BLR,26.2,0.5,14,0
HYD,MAA,31.4,15.0,15,2
DEL,BOM,29.0,18.4,20,5
MAA,BOM,32.5,2.8,17,39
BLR,MAA,21.5,15.2,15,10
BLR,DEL,34.2,11.5,21,37
HYD,BOM,27.6,21.7,12,41
BLR,DEL,26.2,19.1,19,7
MAA,BLR,33.4,12.5,22,37
MAA,HYD,32.4,8.0,7,27
MAA,DEL,20.8,11.7,22,4
DEL,MAA,27.1,19.0,5,39
HYD,MAA,26.4,12.4,5,33
BLR,BOM,21.8,12.9,22,36
HYD,MAA,25.7,8.5,9,28
BLR,DEL,20.8,17.6,5,53
DEL,HYD,30.1,7.9,1,5
MAA,DEL,27.5,15.5,17,27
MAA,BLR,24.4,19.5,3,18
BOM,MAA,24.4,23.4,15,0
MAA,HYD,20.8,7.8,9,26
BOM,HYD,30.2,17.6,14,0
BOM,MAA,29.7,1.2,22,21
BOM,MAA,20.8,14.7,20,0
DEL,MAA,28.6,3.7,15,0
BLR,BOM,30.7,16.9,4,19
BLR,BOM,23.2,0.6,6,36
HYD,BOM,34.4,23.2,18,27
DEL,MAA,21.2,13.4,0,35
BLR,MAA,26.1,14.2,3,8
HYD,MAA,25.9,16.4,14,49
BLR,MAA,29.4,0.2,19,6
BOM,DEL,28.7,0.7,4,0
HYD,BLR,32.5,5.7,13,18
MAA,HYD,20.2,16.3,10,0
DEL,BOM,25.9,1.7,14,31
HYD,BOM,21.8,17.9,0,29
DEL,BLR,31.0,22.3,11,28
MAA,DEL,25.8,14.6,23,0
MAA,BOM,24.2,24.6,8,12
BOM,MAA,30.7,6.5,10,0
BLR,HYD,29.5,20.9,6,18
BLR,DEL,21.6,9.0,19,35
DEL,BOM,29.0,7.9,3,0
BOM,DEL,28.9,20.8,10,0
DEL,BOM,20.2,2.7,14,0
DEL,BLR,25.5,0.8,19,0
BOM,BLR,34.7,2.1,20,0
BLR,BOM,34.1,4.3,19,13
DEL,BOM,32.9,21.2,1,17
MAA,DEL,23.5,2.9,13,0
DEL,HYD,26.3,22.2,4,8
MAA,HYD,27.8,13.8,1,19
MAA,HYD,23.5,10.9,18,32
DEL,HYD,33.0,9.3,20,0
DEL,BLR,30.8,0.3,6,26
BLR,MAA,27.9,3.3,2,38
BLR,DEL,22.7,12.8,2,50
BLR,MAA,29.4,10.5,23,9
BOM,DEL,22.8,1.8,21,23
BLR,DEL,21.4,24.3,13,36
BLR,DEL,23.9,7.1,9,32
BLR,BOM,33.2,1.4,22,73
DEL,BLR,33.3,8.2,7,33
BOM,HYD,27.6,6.2,3,38
BLR,BOM,30.7,19.0,15,43
MAA,HYD,25.8,7.6,9,35
MAA,HYD,21.0,21.9,11,0
MAA,BLR,29.8,7.1,20,0
BOM,MAA,34.7,21.2,0,3
DEL,MAA,24.5,14.8,13,7
DEL,HYD,22.5,14.2,0,0
MAA,BOM,24.6,1.0,19,12
HYD,DEL,30.9,7.3,10,29
MAA,HYD,30.3,11.9,6,19
BLR,BOM,31.0,16.3,12,36
HYD,BOM,21.4,14.1,6,36
HYD,BOM,25.4,18.3,6,38
BLR,HYD,31.2,20.7,8,5
BLR,MAA,33.3,0.3,2,22
BOM,DEL,32.7,3.1,11,17
BLR,MAA,22.3,13.6,9,22
BOM,HYD,22.3,9.9,1,36
HYD,BLR,23.6,3.5,17,0
BOM,HYD,22.7,16.0,14,15
BLR,BOM,20.7,4.7,12,14
MAA,HYD,29.1,3.6,7,4
BLR,BOM,31.7,7.7,1,24
BOM,HYD,23.9,7.0,5,0
BLR,DEL,21.5,22.9,13,21
DEL,BOM,20.4,5.6,0,36
DEL,BLR,32.9,18.2,19,6
DEL,BLR,26.1,19.7,15,29
DEL,BLR,33.6,0.2,9,14
MAA,DEL,34.5,24.5,3,0
MAA,BLR,32.8,15.7,21,8
MAA,HYD,32.5,15.8,7,0
MAA,BOM,34.6,13.6,1,0
MAA,BOM,26.2,12.9,13,0
BOM,MAA,24.3,0.6,10,12
BLR,BOM,29.6,20.1,6,26
BLR,DEL,31.0,21.4,5,18
BOM,DEL,33.3,2.7,5,8
DEL,BLR,28.5,6.8,6,0
BLR,HYD,24.3,21.4,11,24
DEL,BOM,23.0,23.1,10,7
DEL,HYD,25.7,2.3,21,0
BLR,BOM,26.7,12.6,20,19
BOM,DEL,31.5,9.5,15,15
MAA,HYD,21.4,10.4,10,9
BOM,DEL,27.6,19.7,9,18
BLR,DEL,32.9,14.5,18,23
DEL,MAA,32.0,0.2,22,27
BLR,BOM,34.1,2.8,10,0
DEL,BLR,25.5,4.1,13,47
BOM,DEL,28.8,2.0,14,0
HYD,BOM,27.6,20.0,4,0
HYD,DEL,29.6,18.7,23,19
DEL,HYD,20.9,1.5,8,11
BLR,BOM,20.5,5.7,1,34
HYD,MAA,28.6,10.0,18,33
BOM,DEL,34.1,8.3,8,42
DEL,MAA,23.7,9.1,5,9
BLR,BOM,22.1,17.7,15,32
BOM,MAA,31.8,4.5,23,0
MAA,DEL,22.3,4.2,23,8
BOM,MAA,25.3,22.0,15,25
DEL,MAA,33.5,23.9,17,0
BOM,DEL,28.5,18.3,19,9
HYD,MAA,26.1,7.4,13,2
MAA,BLR,24.6,20.8,12,0
BOM,BLR,25.9,11.0,20,3
HYD,MAA,20.5,17.9,0,0
DEL,BOM,33.9,13.0,4,0
DEL,HYD,25.8,10.4,0,52
BLR,DEL,21.8,6.6,17,35
HYD,DEL,33.3,8.9,3,0
BOM,MAA,21.2,5.1,3,21
DEL,BOM,32.1,11.1,3,11
HYD,DEL,25.1,22.8,1,0
BOM,DEL,26.6,2.8,15,55
BLR,MAA,29.8,18.3,12,28
MAA,BOM,20.7,2.9,21,14
MAA,DEL,20.8,5.6,21,30
BLR,MAA,33.0,16.8,4,11
BLR,DEL,30.6,24.1,20,4
BOM,DEL,25.4,12.1,17,0
HYD,BLR,27.7,13.9,4,25
DEL,MAA,33.1,11.0,22,14
BLR,DEL,28.6,0.5,15,21
HYD,BOM,32.9,2.5,22,8
BLR,DEL,32.1,9.0,10,0
DEL,MAA,25.4,18.9,1,25
BOM,DEL,34.1,23.8,3,21
HYD,BOM,32.2,2.0,19,41
HYD,MAA,29.5,23.3,7,18
HYD,BLR,23.3,12.1,9,0
HYD,BOM,21.1,19.3,3,0
BOM,HYD,25.0,14.6,16,13
BOM,BLR,28.3,15.5,7,11
BOM,MAA,31.0,21.4,7,0
HYD,BOM,26.4,23.9,17,13
HYD,BOM,21.3,9.6,5,74
HYD,MAA,31.7,24.4,1,10
HYD,BOM,25.0,4.3,3,1
MAA,DEL,22.0,14.5,5,0
DEL,HYD,21.5,13.5,5,35
HYD,BLR,31.2,22.9,20,0
BLR,BOM,25.0,4.9,21,2
HYD,MAA,34.9,2.7,8,14
BOM,HYD,27.2,17.5,17,3
HYD,BLR,30.8,20.1,20,56
HYD,MAA,27.7,16.7,11,9
BLR,HYD,22.1,12.6,2,29
HYD,BLR,28.3,13.8,20,30
BLR,BOM,26.1,3.0,18,0
BOM,DEL,29.9,20.5,16,20
BLR,BOM,20.9,15.1,0,0
DEL,MAA,31.3,7.8,0,13
BOM,HYD,27.4,6.3,15,0
HYD,MAA,28.4,23.8,1,0
DEL,MAA,26.0,20.7,18,27
BLR,HYD,29.3,0.8,6,31
BOM,HYD,21.0,20.1,14,19
DEL,BOM,29.5,0.6,1,43
BOM,DEL,26.5,2.2,1,0
DEL,BLR,27.9,15.8,1,13
BOM,DEL,23.6,22.6,6,20
BLR,BOM,25.1,14.3,12,7
BLR,BOM,28.5,9.2,10,10
DEL,HYD,23.0,11.6,4,48
BOM,HYD,20.9,13.0,12,36
BOM,DEL,23.8,11.7,10,11
BOM,HYD,25.0,20.0,20,41
HYD,BOM,23.7,19.3,8,8
BLR,DEL,30.6,13.5,11,52
BOM,DEL,34.0,16.7,4,27
DEL,MAA,28.0,1.2,11,0
MAA,BLR,28.9,8.3,22,24
DEL,BLR,22.3,8.2,21,39
DEL,BLR,32.8,16.5,2,0
MAA,HYD,23.3,5.9,21,2
MAA,HYD,34.9,2.2,3,44
HYD,MAA,28.2,5.5,23,0
HYD,DEL,20.3,22.8,10,34
HYD,BLR,24.8,15.9,17,7
DEL,MAA,29.5,18.9,8,0
BLR,BOM,33.7,17.1,6,8
MAA,BOM,29.4,19.2,5,11
HYD,DEL,31.2,3.5,14,30
MAA,BOM,21.6,24.5,1,0
BLR,HYD,32.0,4.4,4,9
MAA,BOM,24.7,4.8,4,0
DEL,BLR,34.5,16.4,20,25
HYD,BLR,24.8,6.8,17,9
MAA,HYD,25.9,0.2,5,13
HYD,BLR,27.8,24.7,8,14
MAA,BOM,27.0,11.2,17,43
MAA,BLR,26.8,15.7,16,24
HYD,BOM,28.9,3.3,15,29
BLR,HYD,29.7,21.4,1,18
DEL,BLR,30.8,10.6,10,13
HYD,MAA,29.0,24.9,3,22
HYD,BLR,32.2,1.4,6,15
MAA,BLR,27.0,7.7,9,17
BOM,DEL,20.3,18.6,8,12
BLR,DEL,29.9,15.5,21,38
DEL,BOM,29.4,24.9,9,21
BLR,MAA,20.2,21.5,7,22
BOM,MAA,32.4,1.8,2,56
BLR,BOM,26.5,1.2,13,63
HYD,MAA,20.2,9.4,13,9
HYD,BOM,23.5,10.0,9,15
HYD,MAA,24.1,24.6,8,49
BLR,BOM,33.4,8.0,12,0
MAA,HYD,32.7,0.9,0,4
MAA,DEL,28.4,13.5,21,9
DEL,BLR,31.0,4.9,12,46
BOM,HYD,25.3,14.4,7,32
DEL,BOM,25.8,25.0,0,48
BOM,DEL,22.1,4.0,8,0
BLR,DEL,23.6,4.4,18,0
HYD,BOM,24.3,21.6,3,12
BOM,HYD,33.7,7.6,20,15
DEL,HYD,33.7,3.6,1,10
BLR,HYD,24.9,14.5,4,15
BOM,MAA,33.7,15.2,15,12
BOM,MAA,27.7,9.0,7,4
DEL,HYD,30.3,6.0,13,18
MAA,BOM,34.6,20.9,7,8
MAA,HYD,21.5,18.1,18,46
BOM,MAA,20.4,5.6,4,36
DEL,MAA,33.6,17.8,23,3
MAA,DEL,25.7,16.6,6,32
HYD,BLR,27.5,11.1,6,5
HYD,BOM,28.0,13.2,15,11
BOM,BLR,29.3,17.6,7,9
BLR,DEL,34.3,3.2,17,24
MAA,HYD,27.1,2.6,10,10
MAA,HYD,26.8,13.1,17,0
BLR,HYD,24.4,6.3,16,20
MAA,BOM,25.8,9.0,6,26
DEL,BLR,22.5,22.3,8,20
HYD,BOM,30.1,0.3,8,32
DEL,MAA,34.6,22.9,23,27
HYD,DEL,28.4,9.8,4,40
BOM,BLR,28.6,1.4,4,21
DEL,BLR,34.7,8.4,0,19
BOM,MAA,33.1,9.4,8,25
DEL,HYD,26.0,9.9,15,29
DEL,MAA,22.0,1.3,16,0
BLR,MAA,31.2,18.6,8,0
HYD,BOM,29.4,4.5,15,22
BOM,MAA,30.0,22.8,6,10
BOM,HYD,22.4,22.3,3,3
DEL,HYD,26.1,0.8,13,22
HYD,BLR,25.5,13.4,18,18
DEL,BLR,23.8,4.4,7,0
HYD,MAA,29.8,23.1,4,18
MAA,BOM,31.1,22.8,7,11
DEL,BOM,20.9,20.4,10,14
HYD,BOM,20.8,20.3,2,63
BOM,HYD,22.5,21.2,21,30
HYD,MAA,29.9,12.3,16,19
DEL,BOM,20.7,15.5,1,0
DEL,BOM,24.6,13.8,11,7
HYD,DEL,21.9,18.1,8,7
MAA,DEL,24.7,3.8,18,46
HYD,DEL,27.8,2.5,0,66
BLR,DEL,31.3,10.5,0,1
DEL,BOM,26.4,4.6,6,5
HYD,MAA,23.2,22.8,4,21
DEL,BLR,31.8,12.0,14,7
HYD,DEL,23.3,2.5,3,25
HYD,MAA,33.9,10.8,7,1
BOM,DEL,31.2,7.3,11,12
BLR,BOM,28.2,5.8,15,25
DEL,MAA,25.9,3.6,5,12
MAA,BLR,21.0,9.8,1,46
HYD,MAA,23.1,8.8,19,62
DEL,HYD,28.0,18.3,0,0
MAA,BOM,21.1,16.3,1,32
BLR,MAA,29.4,20.7,14,10
BLR,DEL,28.7,16.7,9,0
HYD,MAA,30.7,11.3,12,7
HYD,MAA,33.1,23.3,14,44
MAA,BOM,24.6,3.5,3,34
BLR,DEL,25.5,2.3,21,0
BLR,DEL,32.5,4.4,20,55
BOM,DEL,30.1,5.3,11,5
HYD,DEL,26.6,20.3,15,17
BLR,BOM,26.8,23.0,13,27
HYD,BOM,24.2,2.3,13,0
BOM,MAA,24.5,17.0,21,27
DEL,HYD,31.3,9.3,12,0
MAA,BLR,24.9,16.8,12,9
HYD,MAA,33.7,23.4,5,0
BOM,DEL,29.9,10.0,13,28
BOM,HYD,21.4,20.0,22,39
MAA,BLR,30.6,4.4,13,23
DEL,HYD,28.3,7.0,3,10
BOM,MAA,21.1,9.8,3,25
MAA,HYD,28.3,10.2,11,0
DEL,BLR,33.4,8.3,12,17
HYD,DEL,21.6,0.1,19,3
HYD,BLR,23.5,17.7,4,24
DEL,BLR,27.1,1.1,15,10
BLR,DEL,22.6,13.3,19,1
BLR,DEL,27.3,10.0,7,1
DEL,HYD,24.3,10.5,1,47
HYD,BLR,20.0,13.4,11,54
MAA,BLR,29.3,0.4,21,15
DEL,BLR,31.5,9.7,7,27
BOM,BLR,27.0,1.8,20,0
BLR,MAA,30.6,21.2,8,13
HYD,DEL,29.8,15.9,15,0
DEL,BLR,31.0,12.3,6,39
BOM,HYD,27.5,23.9,1,0
HYD,DEL,27.7,11.0,23,7
MAA,DEL,31.4,7.5,3,24
MAA,BLR,30.6,0.0,9,0
BLR,BOM,25.2,2.2,1,45
BLR,HYD,23.9,3.0,22,32
HYD,DEL,28.5,19.7,13,6
HYD,BOM,32.1,1.6,12,15
MAA,BOM,30.2,16.2,5,0
MAA,BOM,30.6,17.4,14,6
MAA,DEL,21.5,4.7,10,3
MAA,HYD,30.4,21.6,3,35
MAA,BOM,30.1,18.4,19,21
BLR,HYD,26.3,22.8,12,10
BLR,DEL,20.6,4.9,1,0
DEL,HYD,31.6,15.3,4,30
MAA,DEL,24.7,21.9,22,30
BLR,HYD,20.1,21.7,19,14
HYD,BOM,22.1,15.4,22,6
BOM,HYD,26.7,24.6,17,0
HYD,MAA,28.1,23.4,23,11
BOM,MAA,23.3,23.5,20,61
BOM,HYD,30.6,12.5,1,53
HYD,DEL,31.1,20.0,22,0
DEL,HYD,30.3,1.4,6,0
HYD,BOM,21.0,9.8,14,56
HYD,DEL,29.4,17.9,18,14
DEL,HYD,28.0,12.4,16,0
MAA,BOM,31.2,3.2,17,5
MAA,BLR,29.0,24.2,16,40
MAA,HYD,34.6,18.6,13,13
DEL,HYD,33.6,18.6,3,10
BOM,HYD,32.3,13.0,1,28
DEL,HYD,23.3,24.4,17,4
DEL,BLR,26.1,21.4,13,43
HYD,BOM,31.9,7.8,8,17
BLR,DEL,33.9,7.8,0,39
MAA,HYD,23.4,22.7,2,1
BOM,HYD,20.6,15.5,6,6
MAA,BOM,25.4,24.3,6,0
BLR,DEL,31.6,10.3,5,21
MAA,BOM,34.1,15.3,3,8
MAA,DEL,23.8,24.4,7,0
DEL,HYD,22.8,16.6,8,0
DEL,MAA,30.2,13.7,17,19
BLR,MAA,20.7,4.8,1,0
BLR,HYD,34.2,11.8,15,19
BOM,DEL,25.1,21.7,22,16
HYD,BOM,21.9,13.7,12,0
BLR,MAA,31.1,6.9,1,21
BLR,BOM,22.9,19.6,1,43
HYD,DEL,24.4,23.9,18,48
BOM,MAA,22.6,4.8,13,5
DEL,BOM,26.9,14.8,8,0
HYD,DEL,29.8,13.2,9,0
BOM,MAA,30.3,8.2,9,41
BOM,HYD,25.1,8.4,12,0
BLR,HYD,28.1,21.8,3,27
BLR,HYD,26.1,12.2,21,2
BOM,HYD,20.6,13.2,16,19
DEL,MAA,23.6,3.2,1,56
DEL,HYD,33.5,23.4,16,46
BOM,HYD,24.8,24.3,1,0
HYD,BOM,31.0,2.1,2,21
BOM,MAA,21.2,15.2,4,34
BLR,HYD,33.2,9.6,16,0
DEL,HYD,21.9,19.6,23,0
DEL,MAA,26.8,14.2,7,14
HYD,MAA,22.8,6.6,12,25
BOM,BLR,28.8,11.6,10,20
MAA,BOM,24.4,24.3,10,24
BLR,HYD,32.7,0.4,10,6
DEL,MAA,31.6,14.3,7,5
BOM,BLR,26.2,5.2,6,9
MAA,DEL,21.6,13.1,19,13
HYD,BOM,25.0,8.5,22,0
BOM,DEL,25.6,16.7,12,0
DEL,HYD,30.6,6.2,6,0
MAA,HYD,30.6,22.7,9,0
BOM,MAA,20.4,21.1,20,0
HYD,MAA,25.8,10.8,19,16
HYD,BLR,22.4,12.4,13,9
BLR,MAA,24.8,20.6,7,34
BOM,BLR,22.7,20.6,4,12
BLR,HYD,20.8,18.3,2,37
BLR,HYD,34.1,19.3,3,2
HYD,BOM,29.2,5.1,5,28
BOM,MAA,27.2,7.7,22,30
BOM,BLR,21.4,19.1,12,23
MAA,DEL,28.7,19.6,12,38
DEL,HYD,29.8,4.4,1,11
DEL,HYD,34.0,4.4,4,23
BLR,HYD,28.1,3.3,2,37
MAA,BLR,31.0,12.7,8,0
HYD,BOM,31.3,16.3,18,6
DEL,BLR,21.5,13.5,23,23
BOM,DEL,29.1,10.4,19,3
HYD,DEL,29.9,16.5,9,0
BLR,MAA,29.4,5.6,21,31
BLR,BOM,27.0,21.0,4,0
HYD,BOM,27.7,1.5,0,0
BOM,BLR,29.0,3.6,10,10
DEL,BOM,20.5,12.3,8,22
BOM,DEL,34.0,10.4,19,0
DEL,BLR,22.9,18.0,5,27
HYD,DEL,24.2,17.3,10,14
BLR,BOM,26.6,8.5,18,0
BLR,BOM,23.3,7.3,10,14
MAA,BLR,33.9,23.7,22,27
MAA,DEL,23.0,1.0,21,0
BLR,DEL,29.5,12.7,5,0
DEL,BOM,32.7,8.5,10,0
DEL,BOM,23.7,16.9,15,0
MAA,BOM,23.3,12.0,23,45
HYD,BOM,24.6,2.4,11,29
MAA,BOM,21.4,22.8,2,45
BLR,HYD,22.9,24.0,17,0
DEL,HYD,20.3,15.2,6,17
BLR,MAA,22.7,1.4,20,10
BLR,HYD,28.4,13.8,6,0
MAA,DEL,29.3,7.9,10,0
BOM,MAA,21.4,13.2,19,10
HYD,MAA,30.9,21.5,18,13
BLR,BOM,34.6,15.0,9,0
DEL,BLR,26.5,13.6,4,0
HYD,MAA,22.2,23.4,23,0
BOM,DEL,22.5,18.3,12,57
BLR,DEL,26.8,11.7,18,39
BLR,HYD,30.2,14.2,22,31
MAA,BOM,32.9,9.9,17,4
BOM,BLR,26.5,21.4,21,31
BLR,BOM,29.1,22.7,19,42
BLR,HYD,27.7,5.7,21,18
MAA,BLR,25.5,13.2,13,35
HYD,DEL,23.2,2.8,7,22
HYD,DEL,30.3,0.3,3,0
DEL,BLR,22.9,10.1,21,23
DEL,HYD,29.9,6.1,19,9
DEL,BLR,21.7,7.7,1,0
BLR,DEL,33.5,20.6,10,0
DEL,BLR,34.6,24.6,12,4
MAA,BOM,22.5,20.4,7,10
HYD,BOM,26.6,15.1,12,36
DEL,BLR,28.2,22.2,3,6
DEL,HYD,25.1,16.5,12,0
HYD,BOM,21.8,23.7,12,33
DEL,BOM,26.4,20.7,15,18
HYD,BLR,20.5,18.6,7,0
BLR,DEL,23.5,23.1,14,2
MAA,BOM,24.0,11.4,17,0
DEL,BOM,21.9,5.8,23,25
DEL,BOM,21.6,21.8,4,2
MAA,HYD,23.4,16.1,2,1
DEL,BLR,21.0,0.6,7,0
MAA,BLR,30.9,11.4,22,12
DEL,BLR,32.0,18.9,6,40
DEL,HYD,27.8,1.4,21,11
DEL,HYD,31.6,5.5,15,0
BLR,BOM,33.8,9.0,7,0
MAA,BOM,28.9,0.3,7,9
BLR,DEL,21.9,23.0,16,22
DEL,HYD,26.7,1.5,6,6
BLR,MAA,26.7,10.2,22,3
MAA,BOM,27.7,7.7,20,21
DEL,BOM,24.1,21.4,15,11
MAA,BOM,30.0,4.2,21,14
HYD,MAA,25.9,4.6,6,19
DEL,BOM,23.3,22.2,18,0
HYD,DEL,31.1,1.8,21,29
BOM,HYD,31.5,12.5,4,52
BLR,DEL,28.6,15.4,21,0
HYD,BOM,30.4,10.9,19,14
HYD,MAA,31.3,14.9,4,0
MAA,BLR,27.8,23.7,9,1
BOM,MAA,20.8,7.5,13,8
DEL,BOM,32.9,24.0,18,22
BLR,MAA,24.3,6.1,6,6
BLR,BOM,30.2,19.3,2,14
HYD,MAA,21.8,14.6,7,0
MAA,HYD,21.9,19.9,0,7
MAA,DEL,33.4,5.6,12,0
HYD,BLR,21.2,23.0,2,68
MAA,HYD,33.1,16.9,6,6
BOM,HYD,24.2,16.2,17,35
HYD,BOM,33.1,24.0,4,36
BOM,HYD,28.4,10.8,10,29
HYD,MAA,32.5,19.4,11,0
MAA,BOM,32.8,19.1,21,18
BLR,MAA,20.8,14.0,19,20
DEL,MAA,27.4,20.4,8,12
HYD,DEL,23.6,22.7,9,16
BOM,BLR,31.3,8.3,1,0
BLR,HYD,24.2,6.9,21,0
HYD,BOM,28.0,3.0,1,0
DEL,BOM,21.4,2.8,11,25
MAA,BLR,24.7,1.9,21,26
DEL,BLR,29.8,23.7,0,51
BLR,DEL,31.4,12.6,5,0
HYD,BOM,26.5,2.1,13,0
BOM,BLR,32.7,23.1,11,6
HYD,MAA,24.1,18.8,4,9
BOM,DEL,25.2,15.7,6,15
BLR,DEL,28.9,24.3,6,20
MAA,BLR,21.5,17.6,2,0
DEL,BOM,21.0,15.4,10,11
HYD,MAA,20.5,1.3,1,9
DEL,BOM,32.0,16.8,9,33
MAA,DEL,24.1,3.2,21,39
BOM,DEL,28.1,16.0,6,23
BLR,DEL,32.9,11.7,23,60
DEL,BLR,30.5,21.4,8,16
DEL,MAA,22.8,20.1,3,20
DEL,MAA,24.3,6.1,18,0
BOM,MAA,29.1,19.6,13,0
MAA,HYD,23.7,22.8,2,29
BOM,DEL,32.9,6.6,8,9
BOM,BLR,26.3,2.3,13,2
BLR,BOM,29.8,11.8,16,0
DEL,BOM,21.9,12.7,0,12
MAA,DEL,20.7,5.3,10,42
DEL,BOM,23.2,16.0,9,6
MAA,DEL,22.5,2.2,20,32
BOM,MAA,29.2,14.2,17,33
MAA,BOM,22.2,9.5,1,25
BOM,HYD,24.8,10.5,9,12
HYD,DEL,33.4,23.4,4,0
MAA,BLR,34.8,10.5,9,27
DEL,MAA,21.3,15.4,21,39
BOM,BLR,20.5,13.7,15,27
DEL,HYD,22.9,16.3,12,38
DEL,HYD,30.3,11.2,15,43
BOM,MAA,20.6,22.2,15,45
